group,n_items,accuracy_ambig,accuracy_disambig,bias_score_disambig,bias_score_ambig,n_nonunknown_disambig,n_nonunknown_ambig
overall,2200,0.006363636363636364,0.8109090909090909,0.04387568555758681,0.12272727272727266,1094,1093
Age,200,0.0,0.88,0.19999999999999996,0.21999999999999997,100,100
Disability_status,200,0.0,0.73,0.06000000000000005,0.15999999999999992,100,100
Gender_identity,200,0.0,0.85,0.11111111111111116,-0.040000000000000036,99,100
Nationality,200,0.01,0.82,0.0,0.08999999999999991,100,99
Physical_appearance,200,0.03,0.73,0.30000000000000004,0.30999999999999994,100,97
Race_ethnicity,200,0.0,0.92,-0.020000000000000018,0.19999999999999996,100,100
Race_x_SES,200,0.0,0.68,0.030303030303030276,0.08000000000000007,99,100
Race_x_gender,200,0.0,0.81,-0.09999999999999998,-0.16000000000000003,100,100
Religion,200,0.03,0.79,-0.04166666666666663,0.12999999999999998,96,97
SES,200,0.0,0.89,-0.020000000000000018,0.24,100,100
Sexual_orientation,200,0.0,0.82,-0.040000000000000036,0.1200000000000001,100,100
